"","city","state","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145"
"153","Flintcity","MI",49,29000,1,140761,2.61,47.94,49.58,0.49,2.85,15.83,29.26,14.58,9.58,140761,100,20176,65.55,0.22,27.04,27.15,23.81,19.86,25083,10415,12350,8464,8300,14339,8011,8330,42218,30.58,8.86,30.71,10.31,18.29,45.96,29.48,24.76,25.91,18.45,15.31,39.75,20.1,17.92,3.17,42.57,39.1,47.34,47.15,50.33,57.44,14962,12.65,2286,2.76,5.21,7.52,13.17,0.04,0.08,0.12,0.21,95.01,0.64,6.9,4.58,2.56,2.59,2.52,58.81,4.38,49.86,3,4830,91.78,58.09,20.85,45.28,1953,10.3,0.5,25600,33900,43900,18300,236,300,351,115,375,35.1,16.7,14.2,83,11,1.62,68.81,55.55,91.37,94.85,4015.8,2.43,14.47,115385.7,48,34.55,NA,NA,1039,747.84,2507,1804.45,4024,2896.34,7701,5542.92,2307,1660.5,338,243.28,NA,10343.04,311,223.85,286,205.85,133520,96103.2,429.3,223.8,80.08,69.45,27.33,2.89,0.32,30.55,45,5,102.9,35.1,92,16031000,91.96,5
"154","NewBrunswickcity","NJ",23,51210,1,41711,3.28,29.58,57.37,3.96,19.33,29.2,49.87,35.94,8.48,41711,100,28289,78.65,0.72,33.31,25,10.16,11.84,32966,11252,12735,9591,12237,9675,7729,7647,7561,21.96,15.92,34,23.41,8.85,57.84,15.94,32.03,15.01,23.85,7.62,61.76,9.73,8.74,3.25,50.14,42.94,59.12,44.96,67.51,73.06,2757,12.96,6989,24.7,37.73,50.91,63.13,4.14,6.32,8.53,10.58,72.41,7.03,10.59,6.86,2.7,2.71,2.69,32.54,10.53,65.85,2,845,93.77,32.33,7.46,31.01,1949,8.98,1.69,95600,126700,157000,61400,407,569,723,316,640,29.9,28,18.9,105,17,16.76,50.29,38.48,60.05,83.44,7709.4,12.35,4.84,162535.59,5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1959,4722.76,337,812.44,19,45.81,1501.93,7502.41,124,298.94,114,274.83,50000,120540,403.2,298.9,74.3,83.06,10.48,4.84,1.61,16.94,6,11,77.4,5.4,49,6741975,91.94,0
"167","Tampacity","FL",NA,NA,1,280015,2.44,25.05,70.9,1.35,15,13,27.51,13.44,13.15,280015,100,22772,75.21,0.42,32.56,28.72,9.46,14.7,27662,13277,15785,6841,10172,10037,8192,10142,52557,19.44,11.47,29.37,18.7,6.54,60.13,9.91,23.42,13.4,25.73,15.01,34.1,18.14,16.66,3.01,58.62,51.4,63.27,60.73,63.78,70.03,15174,7.25,22291,8.89,15.67,22.85,35.71,0.71,1.25,1.82,2.84,82.17,3.17,5.15,3.13,2.35,2.46,2.22,57.93,6.03,59.72,2,14881,88.52,55.46,5.31,31.03,1963,10.12,0.71,43000,59000,86800,43800,236,334,416,180,408,27.2,21.9,13,423,140,7.96,44.91,47.85,77.94,84.29,2487.1,3.3,4.98,169952.09,43,14.83,247,85.21,2965,1022.83,6124,2112.58,8987,3100.23,18534,6393.64,8473,2922.91,214,73.82,3235.45,12490.6,824,284.25,737,254.24,631254,217762.41,766.1,284.3,94.2,76.33,11.77,11.29,0.24,23.3,41,14,67.3,112.6,644,49266060,89.44,10
"168","Dallascity","TX",NA,NA,1,1006877,2.5,29.5,55.3,2.18,20.88,13.17,31.03,14.35,8.72,1006831,100,27489,82.88,0.86,34.27,19.32,5.77,9.85,31925,16300,22898,8444,10048,12628,6433,7093,177790,17.97,12.32,26.55,27.12,7.43,65.59,14.1,20.4,13.63,28.29,13.17,37.01,17.88,15.58,3.24,63.68,57.49,75.51,64.88,61.35,67.59,49587,7.28,125862,15.56,27.63,41.44,58.2,1.94,3.45,5.18,7.27,77.83,6.13,9.13,5.42,2.46,2.7,2.28,48.31,9.76,65.16,2,63540,86.35,44.1,12.32,33.53,1968,8.02,0.57,50600,78800,137200,86600,307,375,469,162,426,24.2,21.1,13,1200,293,12.5,59.5,44.14,79.44,88.73,2838.4,6.68,3.42,145954.3,317,30.42,1000,95.96,7420,712.03,9439,905.78,20975,2012.79,54183,5199.46,17465,1675.96,1324,127.05,1744.19,9015.27,2635,252.86,2083,199.89,1532490,147059.59,581.6,252.9,77,77.27,15.48,6.22,0,16.43,90,9,98.7,354.7,895,152097264,79.05,5
"174","Readingcity","PA",11,63624,1,78380,2.5,9.71,78.64,1.42,18.48,13.96,28.24,14.44,15,78380,100,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718,5151,14857,19.41,16.1,41.57,8.52,8.63,56.74,29.52,19.46,26.73,15.93,12.3,35.98,15.56,14.07,3.1,55.5,49.62,60.51,59.62,59.54,64.73,5395,8.86,3362,17.85,28.82,40.04,46.82,0.77,1.24,1.72,2.01,79.15,5.07,6.74,4.2,2.44,2.55,2.3,58.42,4.07,44.82,3,2873,91.62,55.92,9.05,42.15,1939,6.52,0.75,27500,37700,52900,25400,217,292,374,157,352,26.7,17.4,13.5,172,0,4.29,76.71,55.06,86.36,90.72,7732.5,7.29,6.33,105703.5,6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,3362,4289.63,585,746.41,52,66.35,1195.53,7043.06,158,201.59,136,173.52,59771,76262.8,378.3,201.6,82.44,96.2,1.9,1.27,0.63,3.8,10,9,228.2,10.1,53,8284513,86.08,10
"176","Richmondcity","CA",NA,NA,1,87425,2.67,43.76,36.18,11.83,14.52,13.22,26.57,12.67,10.49,87425,100,32165,76.1,0.48,33.3,23.99,15.69,17.29,36657,14630,20133,11156,11167,13797,9976,10696,13909,16.1,9.43,23.31,22.15,9.43,58.46,11.16,26.97,12.34,27.63,13.3,36.25,18.5,16.07,3.22,54.71,49.56,64.48,57.97,60.93,67.87,5014,7.61,13613,14.69,25.29,35.8,49.9,2.29,3.94,5.57,7.77,77.6,5,8.56,5.77,2.63,2.68,2.58,55.41,9.88,60.13,2,1783,94.84,54.47,9.87,26.02,1957,3.37,0.66,101200,144300,194000,92800,371,506,645,274,566,29.6,24.3,12.1,186,130,15.57,50.88,51.11,74.41,91.6,2838.8,13.14,16.2,158320.3,52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3786,4283.48,1460,1651.85,112,126.72,3239.2,8497.95,179,202.52,153,173.1,160000,181024.09,893.9,202.5,79.2,54.75,27.93,10.06,5.03,43.02,29,8,125,30.8,68,13993299,85.47,10
"187","CostaMesacity","CA",NA,NA,1,96357,2.57,1.33,84.31,6.56,20.05,12.14,33.06,15.62,7.44,96357,100,40313,86.31,0.71,40.97,15.87,4.31,10.28,45266,18750,20021,17796,12403,14690,8317,8682,8614,9.17,7.4,16.52,27.26,4.17,74.47,19.19,19.72,9.72,30.69,12.48,42.3,17.63,15,3.08,71.03,67.31,84.89,70.11,65.53,70.72,1706,3.12,20787,21.97,35.55,46.07,58.33,4.74,7.67,9.94,12.58,73.97,8.08,8.6,5.1,2.51,2.6,2.45,41.65,9.87,62.61,2,2144,94.59,40.17,0.7,6.86,1968,1.62,0.5,211300,257000,313900,102600,651,759,921,270,810,28.6,24.3,11.3,225,26,21.57,42.58,38.03,73.97,83.94,5980.4,3.03,6.38,105620.6,5,5.05,30,30.33,184,186.01,225,227.45,1250,1263.62,4918,4971.59,975,985.63,26,26.28,448.84,7247.12,141,142.54,129,130.41,64391,65092.7,456.7,142.5,84.46,76.51,1.81,3.61,3.01,7.23,9,9,15.7,16.1,52,10448205,91.49,5
"196","LongBeachcity","CA",NA,NA,1,429433,2.7,13.68,58.38,13.57,23.62,13.82,31.13,15.56,9.56,429433,100,31938,77.65,0.52,35.44,21.04,11.35,13.73,36305,15639,20334,10518,12658,9544,6860,7758,69694,16.82,11.53,24.49,23.22,6.54,62.93,20.42,22.77,13.21,28.85,11.64,41.43,15.94,13.78,3.36,64.25,60.26,71.53,67.31,50.26,57.56,20207,7.4,104150,19.87,31.62,45.72,61.08,4.82,7.67,11.09,14.81,67.24,9.81,11.98,7.18,2.61,2.55,2.65,40.03,16.49,74.38,2,11413,93.3,40.96,3.39,16.67,1955,4.28,0.73,168700,222900,292600,123900,435,551,694,259,605,30,25.1,11.4,394,66,24.25,40.92,40.38,77.16,84.29,8287.7,6.3,4.2,185473.8,126,28.9,200,45.87,3717,852.46,3073,704.76,6780,1554.92,14108,3235.53,7626,1748.95,243,55.73,1631.98,6595.13,643,147.47,598,137.15,608430,139537.3,946.2,147.5,75.18,82.74,5.29,10.11,1.4,16.64,27,8,277,51.8,192,80872872,93,5
"197","Duluthcity","MN",137,17000,1,85493,2.47,0.87,95.89,0.9,0.6,15.93,28.36,16.25,14.85,85493,100,23370,70.64,0.43,45.16,32.25,9.7,18.09,31431,12484,12733,7500,6606,7360,5762,9377,13578,16.57,6.48,18.58,22.51,7.22,55.07,8.4,33.9,11.06,28.55,9.25,35.33,12.13,10.8,2.97,69.42,69.45,76.46,73.91,58.21,69.97,1889,2.84,2063,8.73,11.05,18.95,24.19,0.21,0.27,0.46,0.58,95.27,0.51,3.17,2.09,2.36,2.58,1.94,70.69,1.35,50.05,2,1459,95.95,64.45,2.33,36.19,1939,2.79,0.29,34200,46300,65100,30900,203,287,390,187,312,29.4,15.5,12.4,303,2,2.41,75.95,54.5,81.66,92.46,1220.6,5.85,5.6,99121.6,6,7.08,NA,NA,53,62.51,221,260.67,859,1013.2,3266,3852.28,268,316.11,14,16.51,NA,5198.1,125,147.44,121,142.72,45424,53578,363.4,147.4,96.69,97.6,0.8,0,0,0.8,7,9,65.4,70,36,8403629,96.8,10
"201","CoralSpringscity","FL",NA,NA,1,79443,2.94,3.48,93.08,2.12,7.12,16.71,27.43,12.9,6.39,79443,100,43428,87.41,0.34,47.14,16.88,2.15,9.04,49856,18319,18653,11989,26800,16487,10683,13111,4087,5.16,3.42,10.81,31.47,3.85,72.25,9.84,21.44,6.2,32.87,7.37,27.41,11.81,9.68,3.34,81.78,81.54,91.14,83.5,60.56,70.12,806,1.66,9031,14.22,25.17,34.8,42.91,1.62,2.86,3.96,4.88,86.64,1.82,4.02,3.18,2.94,3.16,2.58,67.04,3.69,42.47,3,2771,90.7,62.4,0.47,23.78,1982,1.05,0.22,127700,160200,207500,79800,497,576,678,181,661,27.9,26.1,13.8,0,1,11.37,18.21,33.35,61.84,68.53,3265,0.78,6.54,172586.7,1,1.06,18,19.14,42,44.67,216,229.72,689,732.78,2976,3165.08,258,274.39,4,4.25,294.6,4176.5,153,162.72,123,130.81,73000,77638.1,477.1,162.7,95.04,98.04,1.31,0.65,0,1.96,10,9,58.8,24.3,143,16227636,80.39,5
"206","OklahomaCitycity","OK",NA,NA,1,444719,2.49,15.98,74.78,2.36,4.95,13.29,27.17,12.7,10.67,439140,98.74,25741,78.45,1.23,36.45,23.53,6.57,14.88,31587,13528,15301,7949,9070,10828,6340,7173,69096,15.86,7.06,21.78,21.57,7.06,62.66,12.02,22.56,13.18,26.33,13.7,27.65,17.19,15.53,3.06,68.95,64.48,75.15,71.96,63.09,70.22,14599,4.42,18732,15.05,24.43,35.18,52.26,0.63,1.03,1.48,2.2,92.49,1.45,4.94,3.24,2.44,2.54,2.28,62.09,4.13,52.24,2,33705,84.13,59.51,11.03,50.46,1967,7.67,0.7,35800,54900,79200,43400,218,282,363,145,364,25.1,20.6,12.5,1016,234,4.21,62.21,46.68,78.69,89.51,705.8,0.89,3.48,95629.3,80,17.16,515,110.46,1724,369.77,4161,892.47,10000,2144.85,29316,6287.86,5539,1188.04,420,90.08,1389.87,9710.83,863,185.1,751,161.08,476073,102110.8,551.6,185.1,83.58,88.99,7.3,1.04,0.46,8.81,30,13,33.5,630,616,44585460,87.02,5
"249","Lindencity","NJ",39,40350,2,36701,2.55,20.01,76.76,1.5,7.36,11.36,23.9,11.29,17.89,36701,100,35911,74.02,0.3,47.87,35.94,6.09,20.49,42634,16308,17418,13048,11204,14454,8838,13246,2049,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,72.98,56.98,68.58,1058,3.99,5861,9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,3278.7,5.81,9.68,135151.8,1,2.72,8,21.77,90,244.88,96,261.2,359,976.79,982,2671.89,361,982.23,16,43.53,530.57,4674.45,124,337.39,116,315.62,30000,81626,241.9,337.4,78.37,98.39,1.61,0,0,1.61,12,9,124.2,11.2,41,4967234,93.55,0
"250","Kalamazoocity","MI",77,42160,2,80277,2.73,18.75,77.28,1.87,2.68,22.64,39.91,26.62,9.28,80277,100,23207,75.55,0.62,40.35,23.76,13.37,13.75,29869,11956,13501,6459,6103,9944,5908,6303,18621,26.23,6.86,20.41,29.79,9.17,56.5,17.61,33.84,13.01,28.8,10.26,49.1,13.6,12.06,3.03,57.08,53.51,63.47,55.54,58.67,66.93,4713,9.05,3793,27.87,38.52,45.29,52.41,1.32,1.82,2.14,2.48,92.82,0.84,5.65,3.42,2.41,2.58,2.25,50.72,3.25,55.9,2,2079,93.4,47.36,5.77,34.15,1953,6.94,0.25,32400,48600,72800,40400,273,357,447,174,403,30.1,17.8,14.4,192,0,4.72,68.59,37.68,67.15,89.14,3153.6,2.49,8.33,240926.91,8,9.74,NA,NA,248,302.07,3332,4058.51,1308,1593.2,4082,4972.05,439,534.72,85,103.53,NA,7203.5,240,292.33,204,248.48,1e+05,121804.2,416.7,292.3,94.78,82.08,15.42,2.08,0,17.5,20,10,93.8,25.5,107,19779856,85,0
"265","Milfordtown","CT",9,47535,2,49938,2.65,1.52,96.79,1.03,2.31,11.88,24.75,11.72,12.78,49938,100,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,19193,17452,17098,16650,11802,13952,1836,3.72,6.22,18.1,23.39,5.5,66.37,23.79,21.48,11.5,29.36,7.8,30.76,10.88,9.4,3.13,81.89,78.92,88.33,81.43,60.23,71.53,583,1.65,2604,8.64,12.52,15.86,19.12,0.45,0.65,0.83,1,92.42,0.64,4.03,2.89,2.62,2.75,2.21,79.93,1,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,5.21,66.29,66.71,83.52,92.45,2135.7,2.79,5.66,178665.59,0,0,7,14.26,44,89.63,16,32.59,358,729.24,1884,3837.69,432,879.98,5,10.18,136.48,5457.1,106,215.92,94,191.48,34149,69561.2,322.2,215.9,94.64,93.75,0,0.89,0,0.89,6,6,129.5,23.4,41,8771051,88.68,0
"266","Kokomocity","IN",NA,NA,2,44962,2.41,8.9,89.54,0.68,1.73,13.66,26.91,12.51,12.11,44962,100,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,12735,11641,9515,14163,10891,7417,7268,16.45,9.51,25.97,13,8.22,57.67,33.01,19.79,20.35,20.46,13.22,25.45,17.49,15.55,2.98,65.16,62.3,67.5,68.28,59.71,67.18,1096,2.83,645,5.58,7.29,9.92,17.83,0.08,0.1,0.14,0.26,96.39,0.63,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,1.43,74.52,53.78,86.28,93.2,3013.5,0.12,8,89647.3,1,2.15,28,60.3,36,77.53,162,348.87,413,889.42,1882,4052.98,81,174.44,5,10.77,488.86,5127.6,100,215.35,93,200.28,47694,102711.3,476.9,215.4,95.54,92,5,1,0,6,8,5,63.4,14.9,48,4162771,93,5
"274","Renocity","NV",NA,NA,2,133850,2.34,2.88,86.07,4.86,11.11,12.38,28.35,14.27,10.86,133850,100,28388,81.73,0.81,36.04,21.87,4.38,12.84,36200,16091,17215,9089,9753,11120,7312,8857,15085,11.52,5.49,18.06,22.41,5.5,68.54,6.23,19.12,10.43,24.98,17.16,33.52,20.23,18.67,2.92,68.12,65.38,76.5,68.13,65.79,73.31,2566,3.01,15962,22.81,34.48,46.12,58.09,2.72,4.11,5.5,6.93,84.06,3.25,4.87,2.78,2.26,2.43,2.14,45.77,6.67,64.77,2,4098,93.32,42.61,0.71,14.42,1973,6.61,0.65,86400,109600,146300,59900,337,419,517,180,492,26.9,23.3,12.2,577,32,11.93,23.58,31.66,65.4,69.62,2247,5.12,5.02,158189.09,16,10.51,129,84.7,432,283.66,470,308.61,1837,1206.22,8006,5256.94,681,447.16,72,47.28,687.49,6957.6,299,196.33,289,189.76,195012,128049.7,652.2,196.3,92.42,91.97,2.34,3.34,0.67,5.02,15,9,170.9,59.6,142,24091258,96.66,5
"286","Newportcity","RI",5,49960,2,28227,2.52,8.08,88.65,1.41,2.8,15.96,33.02,18.56,11.59,28227,100,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,7817,9853,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,3432.9,2.08,7.69,153553.8,1,4.16,16,66.54,49,203.79,219,910.83,499,2075.36,1479,6151.22,84,349.36,43,178.84,1185.33,8754.78,91,378.47,83,345.2,49500,205872.59,544,378.5,96.34,92.31,6.59,1.1,0,7.69,7,6,169.2,8.2,21,3692047,91.21,0
"291","Arvadacity","CO",NA,NA,2,89235,2.73,0.57,94.28,1.98,7.44,14.29,25.69,11.86,7.05,89090,100,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,15862,11857,14063,11223,12306,11967,5543,6.28,3.07,11.62,25.05,5.17,72.09,16.2,21.22,11.07,29.84,9.97,25.54,13.71,11.9,3.13,77.88,76.34,84.11,79.31,68.02,76.8,982,1.57,3020,18.08,21.16,27.78,36.56,0.61,0.72,0.94,1.24,93.09,0.87,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22,12,13,0,3.39,50.6,53.12,76.48,90.34,3891.3,3.07,6.09,75671.7,0,0,19,19.42,48,49.07,194,198.32,618,631.77,2623,2681.43,229,234.1,27,27.6,266.81,3574.9,115,117.56,114,116.54,148979,152297.59,1295.5,117.6,96.89,95.65,0,2.61,0,2.61,7,10,69.8,22.9,67,7402277,99.13,10
"294","Pawtucketcity","RI",7,54640,2,72644,2.45,3.59,89.25,0.65,7.17,12.3,27.25,12.76,14.64,72644,100,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,13432,8317,9445,7873,8015,8388,7632,10.59,16.58,38.37,13.06,7.98,63.08,34.24,18.49,24.48,18.51,9.85,32.3,12.85,11.47,3.06,68.65,66.06,75.72,74.32,66.15,75.63,1923,3.56,12868,11.7,20.31,27.7,34.73,2.07,3.6,4.91,6.15,71.6,7.46,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,8027,3.18,11.03,80272,2,2.92,29,42.33,117,170.76,166,242.28,1227,1790.8,1898,2770.12,768,1120.89,14,20.43,458.28,5702.23,145,211.63,135,197.03,75000,109461.9,517.2,211.6,89.94,99.31,0.69,0,0,0.69,16,8,69,9.1,75,5500000,93.1,5
"295","Wichitacity","KS",173,79000,2,304011,2.47,11.28,82.29,2.56,5.02,12.95,27.54,12.79,11.11,304011,100,28024,79.42,1.12,40.19,24.48,6.29,14,34610,14516,15787,8475,8138,9442,8263,9220,37321,12.47,5.75,18.13,22.73,5.8,65.71,25.41,22.58,12.75,27.69,11.91,28.45,15.12,13.58,3.05,71.36,68.77,78.93,71.85,63.96,70.92,8142,3.68,12259,18.4,27.56,38.26,51.83,0.74,1.11,1.54,2.09,92.73,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,41600,56700,78000,36400,227,299,385,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,2548.6,1.15,3.07,86495.3,48,15.31,265,84.5,1327,423.15,1103,351.73,5847,1864.49,16264,5186.27,2883,919.33,NA,NA,874.69,NA,423,134.89,381,121.49,350000,111608.2,827.4,134.9,89.86,92.2,4.73,2.84,0,7.57,13,6,94.6,119.3,172,27124654,90.07,5
"299","SaltLakeCitycity","UT",NA,NA,2,159936,2.4,1.72,87.02,4.73,9.7,13.62,29.8,14.84,12.73,159802,99.92,22697,75.55,0.79,41.9,27.49,6.69,15.05,29697,13482,14423,8191,5258,8063,6383,6837,25651,16.4,4.69,16.96,30.44,5.58,61.65,12,31.17,12.27,32.51,12.95,35.03,14.66,13.83,3.13,70.53,69.97,77.97,75.6,57.54,65.9,3772,3.07,13258,23.8,33.75,41.85,50.98,1.97,2.8,3.47,4.23,85.44,2.01,8.26,4.66,2.33,2.6,2.07,55.1,4.36,62.22,2,7105,90.37,49.38,6.81,33.37,1951,6.19,0.39,49700,67200,95800,46100,223,282,358,135,333,24.9,21,12.7,542,163,8.29,57.5,45.77,77.25,83.33,1416.1,5.81,6.8,159497.8,19,10.81,204,116.06,498,283.33,681,387.45,2823,1606.12,12831,7300.09,1397,794.81,80,45.52,797.66,9746.54,353,200.84,324,184.34,128935,73356.5,365.3,200.8,89.56,97.45,0.28,1.98,0.28,2.55,24,12,36.4,112.9,277,28034134,91.78,5
"331","Greenvillecity","SC",NA,NA,2,58282,2.42,35.16,63.62,0.85,1.04,15.36,30.22,16.48,14.26,58282,100,23963,75.37,0.51,36.16,30.91,8.39,11.97,30997,14708,19067,6959,5699,8344,10162,9671,9605,17.72,11.24,27.54,29.3,5.67,61.42,17.85,29.27,15.33,30.15,12.41,37.72,15,13.85,2.99,55.39,49.96,61.42,55.6,63.9,72.06,3926,9.15,1170,23.85,30.6,40,47.18,0.48,0.61,0.8,0.95,96.24,0.48,4.7,2.79,2.25,2.35,2.16,48.94,2.92,58.59,2,2352,91.11,46.79,7.23,30.23,1958,9.05,0.73,46600,68700,108400,61800,153,274,389,236,367,23.7,19.7,12.6,119,1,2.01,63.87,46.79,76.67,82.52,2241.3,2.36,48.44,134155.7,9,15.01,38,63.38,254,423.65,752,1254.27,842,1404.39,4126,6881.83,360,600.45,26,43.37,1756.32,8930.03,256,426.99,248,413.64,134852,224922,526.8,427,76.76,80.29,13.14,0,0,13.14,124,8,2.1,26,221,8043305,96.88,0
"342","Harrisburgcity","PA",43,32800,2,52376,2.43,50.6,42.59,1.76,7.68,13.47,27.42,13.13,11.54,52376,100,20329,72.71,0.24,26.71,26.84,16.52,17.42,24469,11037,14559,8724,9431,8139,5224,5424,14002,27.02,10.23,32.78,14.02,10.31,58.3,9.17,21.95,15.51,22.71,15.02,45.34,18.83,17.1,3.22,40.38,35.17,35.98,47.03,61.81,68.51,6983,16.82,1530,20,29.61,37.97,48.04,0.58,0.86,1.11,1.4,88.86,2.27,8.37,4.73,2.39,2.52,2.29,44.73,4.93,48.51,3,3070,87.52,42.43,16.74,54.59,1940,7.16,0.72,26000,38400,52400,26400,207,296,375,168,363,26.3,18,13.8,191,5,2.92,72.28,52.77,83.37,91.88,6234.9,12.67,3.25,128579,13,23.93,67,123.32,539,992.12,525,966.35,1043,1919.82,2382,4384.48,407,749.15,22,40.49,2105.73,7093.95,154,283.46,135,248.49,72216,132925.91,468.9,283.5,72.47,70.13,24.68,4.55,0.65,29.87,5,5,96.3,8.4,48,6985438,87.66,10
"344","Buffalocity","NY",29,11000,2,328123,2.4,30.65,64.75,0.99,4.92,14.22,29.24,15.1,13.29,328123,100,18482,66.5,0.45,32.46,30.98,18.69,17.32,23887,10445,12025,7727,7533,10150,4915,5442,81601,25.62,12.42,32.71,16.05,11.58,51.28,16.18,31.37,16.9,23.38,11.35,43.67,14.3,12.96,3.07,49.18,47.75,55.85,51.55,51.28,60.14,26762,10.52,14741,14.14,18.49,24.04,28.08,0.64,0.83,1.08,1.26,87.64,1.91,5.41,3.18,2.33,2.57,2.15,47.48,2.14,45.13,3,15535,89.78,43.14,11.36,51.63,1939,9.08,0.52,32100,46700,68200,36100,194,255,327,133,352,31.8,17.9,14.2,284,5,4.49,76.12,55.86,89.84,94.33,7798.2,13.43,3.2,299857.81,76,24.33,295,94.43,2898,927.67,2772,887.34,7597,2431.86,12714,4069.85,5519,1766.67,434,138.93,1933.77,8407.3,1032,330.35,968,309.86,547674,175314.59,530.7,330.4,88.85,74.32,19.19,6.01,0,24.22,33,12,25.2,42.1,239,93674080,93.8,5
"345","Albanycity","GA",NA,NA,2,78122,2.8,54.99,44.22,0.43,0.83,17.83,30.27,15.79,9.77,78122,100,21885,75.12,0.61,25.35,24.18,15.66,14.02,26230,10496,16157,5904,8438,17650,6235,6736,21011,27.52,14,33.63,17.83,10.85,55.03,16.04,24.85,16.38,24.26,11.74,35.73,17.3,14.81,3.25,52.66,45.35,53.14,55.34,58.45,67.35,6865,10.59,752,13.83,17.15,28.59,33.11,0.13,0.17,0.28,0.32,96.42,0.5,7.09,5.11,2.69,2.71,2.68,47.41,7.49,47.5,3,2677,91.25,47.16,5.94,30.71,1966,11.68,0.72,40400,56200,80300,39900,138,218,310,172,332,26.8,18.6,13.1,39,0,0.96,76.48,49.34,80.58,90.05,1359.8,1.76,12.17,119315.4,22,26.59,55,66.47,473,571.68,578,698.58,2757,3332.17,4957,5991.13,525,634.53,2,2.42,1363.32,9960.24,189,228.43,154,186.13,122434,147976.2,647.8,228.4,84.63,58.2,39.15,1.06,0.53,40.74,23,12,37,57.5,88,9872038,81.48,10
